customer_id,session_id,visit_date,device_type,user_type,marketing_channel,product_id,region,product_category,unit_price,quantity,discount_percent,discount_amount,revenue,pages_viewed,time_on_site_sec,product_view,added_to_cart,checkout,Payment,purchased,cart_abandoned,rating,payment_Method
3223,7297,31-03-24,Desktop,Returning,Digital Advertising,201,North,Food & Grocery,432.59,1,10,43.26,0,14,646,1,0,0,0,0,0,4,
8949,7401,31-03-24,Mobile,Returning,Website ,659,South,Electronics,839.64,1,10,83.96,755.68,17,1368,1,1,1,1,1,0,5,Debit Card
8886,9143,31-03-24,Mobile,New,Facebook,230,North,Books,1282.35,3,0,0,0,11,258,1,1,0,0,0,1,4,
6921,9842,31-03-24,Mobile,Returning,Website ,516,South,Home & Garden,892.25,2,30,535.35,0,15,510,1,0,0,0,0,0,4,
9227,10158,31-03-24,Mobile,New,Digital Advertising,441,South,Electronics,195.48,3,0,0,0,8,1582,1,1,0,0,0,1,4,
1498,10770,31-03-24,Mobile,Returning,Facebook,69,South,Beauty,261.18,4,0,0,0,18,403,1,0,0,0,0,0,4,
1615,12160,31-03-24,Mobile,New,Facebook,454,South,Toys,1109.63,3,30,998.67,2330.22,18,632,1,1,1,1,1,0,5,Debit Card
6450,12394,31-03-24,Desktop,Returning,Facebook,318,South,Books,1087.51,1,10,108.75,0,23,1504,1,1,0,0,0,1,4,
2225,12722,31-03-24,Mobile,New,Referral ,282,South,Beauty,327.17,3,20,196.3,0,13,1598,1,0,0,0,0,0,4,
2166,12856,31-03-24,Tablet,Returning,Website ,734,South,Electronics,160.46,1,5,8.02,0,13,937,1,0,0,0,0,0,4,
8131,13269,31-03-24,Mobile,Returning,Instagram,656,East,Books,642.28,2,5,64.23,1220.33,17,1033,1,1,1,1,1,0,4,Debit Card
6958,13586,31-03-24,Mobile,Returning,Digital Advertising,35,South,Beauty,167.81,4,0,0,0,10,549,1,1,0,0,0,1,4,
6923,13641,31-03-24,Desktop,Returning,Referral ,500,South,Toys,539.94,1,10,53.99,0,12,1096,1,0,0,0,0,0,4,
4018,14195,31-03-24,Desktop,Returning,Email ,576,South,Fashion,446.8,2,0,0,0,22,951,1,0,0,0,0,0,4,
9859,14266,31-03-24,Desktop,Returning,Website ,684,East,Sports,1131.24,1,0,0,1131.24,18,1008,1,1,1,1,1,0,4,Debit Card
6172,14862,31-03-24,Mobile,Returning,Website ,196,South,Home & Garden,607.23,3,25,455.42,0,8,775,1,0,0,0,0,0,4,
9103,15829,31-03-24,Mobile,Returning,Email ,222,East,Home & Garden,1792.4,4,5,358.48,6811.12,14,1410,1,1,1,1,1,0,4,Debit Card
1715,15850,31-03-24,Mobile,Returning,Digital Advertising,480,East,Sports,587.27,3,10,176.18,0,23,252,1,1,0,0,0,1,4,
7251,16970,31-03-24,Desktop,Returning,Instagram,518,East,Food & Grocery,1047.26,3,20,628.36,2513.42,2,161,1,1,1,1,1,0,2,Debit Card
9652,17867,31-03-24,Mobile,Returning,Referral ,235,West,Beauty,314.52,2,10,62.9,566.14,21,1561,1,1,1,1,1,0,5,Debit Card
7934,17914,31-03-24,Desktop,New,Referral ,287,East,Electronics,373.43,1,0,0,0,7,137,1,0,0,0,0,0,4,
2270,18138,31-03-24,Mobile,New,Instagram,125,East,Toys,1119.31,4,15,671.59,0,24,757,1,0,0,0,0,0,4,
6087,18393,31-03-24,Mobile,Returning,Email ,800,East,Sports,892.35,4,20,713.88,0,4,132,1,0,0,0,0,0,4,
1927,19107,31-03-24,Desktop,New,Digital Advertising,870,West,Electronics,590.57,2,20,236.23,944.91,1,695,1,1,1,1,1,0,5,Debit Card
2656,19462,31-03-24,Mobile,New,Facebook,406,East,Electronics,802.99,1,10,80.3,0,2,1231,1,1,0,0,0,1,4,
4957,19572,31-03-24,Tablet,Returning,Facebook,484,East,Toys,730.7,4,15,438.42,0,9,324,1,0,0,0,0,0,4,
7867,20202,31-03-24,Mobile,Returning,Facebook,685,West,Toys,1427.91,3,25,1070.93,3212.8,1,97,1,1,1,1,1,0,5,Debit Card
6861,20670,31-03-24,Mobile,Returning,Instagram,394,West,Toys,714.49,1,0,0,714.49,19,1681,1,1,1,1,1,0,4,Debit Card
9234,21014,31-03-24,Desktop,New,Facebook,330,East,Food & Grocery,673.48,1,10,67.35,0,7,260,1,1,0,0,0,1,4,
2442,21085,31-03-24,Mobile,New,Digital Advertising,33,East,Home & Garden,726.5,4,0,0,0,18,998,1,0,0,0,0,0,4,
9093,21742,31-03-24,Mobile,New,Instagram,60,West,Home & Garden,1485.07,4,10,594.03,5346.25,20,1761,1,1,1,1,1,0,3,Cash On Delivery
2639,21851,31-03-24,Mobile,Returning,Email ,703,West,Toys,1360.68,3,5,204.1,0,5,1379,1,1,0,0,0,1,4,
4884,23126,31-03-24,Desktop,New,Instagram,21,West,Beauty,96.56,2,5,9.66,0,17,1321,1,0,0,0,0,0,4,
1283,23268,31-03-24,Mobile,Returning,Instagram,100,West,Fashion,143.92,3,10,43.18,0,15,1768,1,1,0,0,0,1,4,
6582,24679,31-03-24,Desktop,Returning,Email ,876,West,Home & Garden,1322.09,2,10,264.42,0,1,1648,1,0,0,0,0,0,4,
7805,24956,31-03-24,Desktop,Returning,Instagram,256,West,Books,1539.48,1,5,76.97,0,24,921,1,1,0,0,0,1,4,
3105,147,01-04-24,Mobile,Returning,Website ,860,North,Electronics,217.58,3,0,0,0,1,187,1,0,0,0,0,0,4,
2023,500,01-04-24,Tablet,New,Digital Advertising,130,North,Sports,1332.83,3,0,0,0,19,89,1,1,1,1,0,1,4,
2951,2552,01-04-24,Mobile,New,Facebook,135,North,Sports,1180.88,2,30,708.53,0,13,1784,1,1,1,0,0,1,4,Credit Card
5763,3043,01-04-24,Mobile,Returning,Digital Advertising,437,North,Sports,538.47,4,15,323.08,1830.8,21,346,1,1,1,1,1,0,5,Credit Card
3212,3277,01-04-24,Mobile,New,Instagram,782,North,Food & Grocery,961.32,2,5,96.13,0,21,1291,1,0,0,0,0,0,4,Credit Card
3777,3372,01-04-24,Mobile,New,Email ,542,North,Sports,931.28,3,10,279.38,0,6,1112,1,0,0,0,0,0,4,Credit Card
3276,3390,01-04-24,Tablet,Returning,Website ,870,North,Electronics,845.7,1,0,0,0,6,930,1,0,0,0,0,0,4,Credit Card
7943,3846,01-04-24,Mobile,New,Instagram,219,North,Beauty,93.82,2,20,37.53,0,23,929,1,1,0,0,0,1,4,
1382,4319,01-04-24,Desktop,Returning,Email ,745,North,Electronics,361.18,3,5,54.18,0,13,434,1,0,0,0,0,0,4,
1891,4552,01-04-24,Desktop,New,Facebook,867,North,Toys,294,2,0,0,0,7,525,1,0,0,0,0,0,4,
1522,4892,01-04-24,Mobile,Returning,Website ,431,North,Toys,615.61,4,5,123.12,0,9,584,1,1,0,0,0,1,4,
2883,5275,01-04-24,Mobile,Returning,Email ,373,North,Books,1443.79,1,0,0,0,5,616,1,0,0,0,0,0,4,
4568,5323,01-04-24,Desktop,Returning,Facebook,141,North,Fashion,369.86,1,5,18.49,0,24,1512,1,1,0,0,0,1,4,
1513,5474,01-04-24,Mobile,Returning,Digital Advertising,837,North,Books,1014.62,2,20,405.85,0,15,655,1,1,0,0,0,1,4,
8513,5730,01-04-24,Mobile,Returning,Email ,816,North,Books,1495.22,1,0,0,0,4,260,1,1,0,0,0,1,4,
7923,6032,01-04-24,Mobile,Returning,Facebook,97,South,Fashion,700.12,4,5,140.02,2660.46,3,241,1,1,1,1,1,0,3,Debit Card
1146,6141,01-04-24,Desktop,New,Facebook,193,North,Sports,558.85,3,5,83.83,0,21,1238,1,1,0,0,0,1,4,
1363,6885,01-04-24,Mobile,Returning,Website ,715,South,Beauty,52.44,2,25,26.22,78.66,6,1736,1,1,1,1,1,0,5,Debit Card
8234,7181,01-04-24,Desktop,Returning,Facebook,804,South,Fashion,223.52,1,20,44.7,178.82,18,1627,1,1,1,1,1,0,5,Debit Card
8058,7664,01-04-24,Tablet,Returning,Referral ,219,North,Beauty,435.42,4,15,261.25,0,5,1624,1,0,0,0,0,0,4,
2815,7912,01-04-24,Mobile,Returning,Instagram,726,North,Toys,1282.81,4,0,0,0,9,1602,1,1,0,0,0,1,4,
8310,8034,01-04-24,Desktop,Returning,Email ,476,North,Toys,1452.44,1,5,72.62,0,18,576,1,0,0,0,0,0,4,
4012,8162,01-04-24,Mobile,Returning,Email ,61,South,Toys,1957.74,2,0,0,3915.48,4,594,1,1,1,1,1,0,3,Debit Card
2299,9088,01-04-24,Mobile,New,Email ,15,North,Books,628.31,2,15,188.49,0,14,1253,1,0,0,0,0,0,4,
2431,9923,01-04-24,Desktop,Returning,Website ,575,South,Beauty,373.39,2,15,112.02,634.76,2,1543,1,1,1,1,1,0,3,Debit Card
5647,10058,01-04-24,Mobile,New,Facebook,758,South,Beauty,52.38,4,15,31.43,0,4,1228,1,0,0,0,0,0,4,
6611,10133,01-04-24,Mobile,New,Email ,805,South,Toys,1755.62,4,5,351.12,0,11,1531,1,0,0,0,0,0,4,
7779,10225,01-04-24,Mobile,New,Instagram,244,South,Electronics,645.22,2,10,129.04,0,8,83,1,1,0,0,0,1,4,
1478,10454,01-04-24,Desktop,Returning,Digital Advertising,755,South,Sports,861.93,1,5,43.1,0,6,969,1,0,0,0,0,0,4,
1707,10634,01-04-24,Tablet,Returning,Email ,20,South,Sports,452.17,1,0,0,0,16,1009,1,0,0,0,0,0,4,
7215,11552,01-04-24,Desktop,Returning,Referral ,123,South,Fashion,753.51,2,0,0,1507.02,17,94,1,1,1,1,1,0,5,Debit Card
7163,11604,01-04-24,Mobile,Returning,Instagram,534,South,Electronics,969.42,4,0,0,0,20,42,1,1,0,0,0,1,4,
3682,11792,01-04-24,Mobile,New,Digital Advertising,848,South,Electronics,615.05,2,0,0,0,23,150,1,0,0,0,0,0,4,
2609,11948,01-04-24,Desktop,New,Email ,250,South,Books,1710.22,3,0,0,0,24,68,1,1,0,0,0,1,4,
5023,12614,01-04-24,Mobile,New,Website ,445,South,Fashion,222.64,4,20,178.11,0,5,441,1,0,0,0,0,0,4,
9278,12776,01-04-24,Desktop,New,Digital Advertising,18,South,Fashion,226.48,2,0,0,0,14,989,1,1,0,0,0,1,4,
2868,12803,01-04-24,Mobile,Returning,Facebook,533,South,Beauty,84.54,2,0,0,0,24,716,1,0,0,0,0,0,4,
1585,13040,01-04-24,Mobile,Returning,Digital Advertising,628,South,Toys,1843.83,1,0,0,0,24,1693,1,0,0,0,0,0,4,
7460,13132,01-04-24,Mobile,New,Website ,365,South,Electronics,900.28,3,0,0,0,20,379,1,0,0,0,0,0,4,
3430,13668,01-04-24,Mobile,New,Email ,471,South,Books,1412.03,1,20,282.41,0,24,73,1,1,0,0,0,1,4,
3967,13708,01-04-24,Mobile,New,Facebook,898,South,Books,1182.88,3,15,532.3,0,2,582,1,1,0,0,0,1,4,
7306,13860,01-04-24,Mobile,Returning,Email ,655,South,Beauty,186.86,2,30,112.12,0,18,164,1,0,0,0,0,0,4,
9707,14031,01-04-24,Desktop,Returning,Facebook,269,South,Food & Grocery,652.16,4,5,130.43,0,16,1008,1,0,0,0,0,0,4,
7096,15546,01-04-24,Mobile,Returning,Email ,227,East,Food & Grocery,1156.89,3,30,1041.2,2429.47,3,687,1,1,1,1,1,0,5,Debit Card
7617,15591,01-04-24,Mobile,New,Email ,40,East,Electronics,792.05,2,15,237.61,0,20,455,1,1,0,0,0,1,4,
7237,15667,01-04-24,Mobile,Returning,Referral ,629,East,Home & Garden,643.54,3,0,0,0,3,410,1,1,0,0,0,1,4,
7166,15738,01-04-24,Mobile,Returning,Referral ,26,East,Fashion,226.82,4,0,0,0,10,1634,1,0,0,0,0,0,4,
8128,15772,01-04-24,Desktop,Returning,Instagram,541,East,Home & Garden,1778.03,4,10,711.21,0,23,1309,1,1,0,0,0,1,4,
8446,16525,01-04-24,Desktop,New,Digital Advertising,78,East,Toys,523.4,2,0,0,0,20,976,1,1,0,0,0,1,4,
2621,17242,01-04-24,Mobile,Returning,Referral ,104,East,Home & Garden,1044.81,1,5,52.24,0,17,835,1,0,0,0,0,0,4,
8580,17318,01-04-24,Mobile,New,Website ,712,East,Home & Garden,836.27,1,0,0,0,14,1332,1,1,0,0,0,1,4,
9257,18063,01-04-24,Mobile,Returning,Instagram,662,West,Electronics,942.76,3,15,424.24,2404.04,24,888,1,1,1,1,1,0,5,Debit Card
7349,18525,01-04-24,Desktop,Returning,Digital Advertising,549,West,Sports,1322.46,1,20,264.49,1057.97,13,1177,1,1,1,1,1,0,3,Debit Card
7286,19095,01-04-24,Desktop,Returning,Digital Advertising,534,East,Books,209.31,4,15,125.59,0,16,1094,1,1,0,0,0,1,4,
5479,19291,01-04-24,Mobile,Returning,Facebook,376,West,Home & Garden,1331.51,2,0,0,2663.02,22,493,1,1,1,1,1,0,5,Debit Card
9236,19502,01-04-24,Mobile,Returning,Referral ,285,East,Toys,336.16,2,0,0,0,12,1626,1,0,0,0,0,0,4,
5345,19694,01-04-24,Mobile,New,Website ,640,East,Beauty,321.38,3,10,96.41,0,8,1567,1,0,0,0,0,0,4,
2208,19915,01-04-24,Desktop,New,Instagram,367,East,Food & Grocery,1081.92,3,0,0,0,12,715,1,1,0,0,0,1,4,
7811,20822,01-04-24,Mobile,Returning,Digital Advertising,596,East,Toys,282.61,3,10,84.78,0,18,1413,1,1,0,0,0,1,4,
9528,20878,01-04-24,Mobile,Returning,Email ,147,West,Fashion,662.69,1,0,0,662.69,4,1139,1,1,1,1,1,0,4,Debit Card
3757,21595,01-04-24,Desktop,New,Digital Advertising,228,East,Home & Garden,613.45,1,0,0,0,23,141,1,0,0,0,0,0,4,
5959,21941,01-04-24,Mobile,Returning,Email ,406,West,Toys,1109.28,2,20,443.71,0,13,802,1,1,0,0,0,1,4,
2081,22403,01-04-24,Mobile,New,Referral ,242,West,Sports,1174.27,4,15,704.56,3992.52,20,149,1,1,1,1,1,0,4,Cash On Delivery
6874,23099,01-04-24,Desktop,New,Instagram,461,West,Home & Garden,1800.62,1,10,180.06,0,4,1203,1,0,0,0,0,0,4,
1608,23214,01-04-24,Desktop,Returning,Email ,104,West,Beauty,90.85,2,0,0,181.7,13,295,1,1,1,1,1,0,4,Cash On Delivery
2898,23264,01-04-24,Mobile,Returning,Referral ,11,West,Toys,1428.24,1,0,0,0,6,1212,1,0,0,0,0,0,4,
5079,23639,01-04-24,Desktop,Returning,Website ,300,West,Books,328.92,4,5,65.78,0,3,894,1,1,0,0,0,1,4,
9137,24053,01-04-24,Desktop,Returning,Email ,394,West,Toys,666.56,1,30,199.97,466.59,14,1454,1,1,1,1,1,0,4,Cash On Delivery
9661,24116,01-04-24,Mobile,Returning,Facebook,219,West,Food & Grocery,472.52,2,0,0,0,9,1592,1,1,0,0,0,1,4,
8715,24285,01-04-24,Tablet,New,Facebook,280,West,Books,484.6,4,20,387.68,0,5,426,1,0,0,0,0,0,4,
1768,24501,01-04-24,Mobile,Returning,Instagram,391,West,Toys,580.37,2,15,174.11,0,15,941,1,0,0,0,0,0,4,
3055,24730,01-04-24,Mobile,Returning,Website ,842,West,Sports,1295.39,4,30,1554.47,0,18,1505,1,0,0,0,0,0,4,
5556,419,02-04-24,Mobile,New,Referral ,562,North,Electronics,423.05,2,10,84.61,0,24,1404,1,1,1,1,0,1,4,
1014,1948,02-04-24,Desktop,New,Digital Advertising,408,North,Food & Grocery,672.28,1,0,0,0,23,35,1,1,1,0,0,1,4,Credit Card
2895,1988,02-04-24,Mobile,New,Instagram,762,North,Beauty,235.79,2,25,117.9,0,5,1422,1,1,1,0,0,1,4,Credit Card
1285,2262,02-04-24,Mobile,New,Instagram,397,North,Fashion,444.26,2,20,177.7,0,24,1525,1,0,0,0,0,0,4,
6076,2435,02-04-24,Mobile,New,Instagram,766,North,Home & Garden,1197.19,1,25,299.3,0,19,115,1,1,1,0,0,1,4,Credit Card
5788,2592,02-04-24,Desktop,New,Referral ,725,North,Electronics,221.07,2,0,0,0,21,1037,1,1,1,0,0,1,4,Credit Card
9259,3444,02-04-24,Desktop,Returning,Website ,806,North,Sports,1388.91,2,10,277.78,0,17,514,1,1,0,0,0,1,4,Credit Card
8782,3880,02-04-24,Desktop,New,Instagram,167,South,Books,1560.06,1,5,78,1482.06,12,759,1,1,1,1,1,0,3,Credit Card
2382,3927,02-04-24,Mobile,Returning,Email ,760,North,Home & Garden,947.89,4,0,0,0,21,1228,1,0,0,0,0,0,4,
4040,4888,02-04-24,Mobile,Returning,Website ,25,North,Books,252.66,3,0,0,0,22,1123,1,0,0,0,0,0,4,
9219,5053,02-04-24,Mobile,Returning,Instagram,801,South,Toys,1014.32,3,30,912.89,2130.07,22,1075,1,1,1,1,1,0,4,Credit Card
5216,5906,02-04-24,Desktop,Returning,Email ,173,North,Food & Grocery,165.61,2,0,0,0,16,989,1,1,0,0,0,1,4,
3141,6462,02-04-24,Mobile,Returning,Referral ,14,North,Books,1664.82,1,0,0,0,5,1505,1,1,0,0,0,1,4,
1036,7211,02-04-24,Mobile,Returning,Website ,364,North,Sports,911.28,1,20,182.26,0,23,110,1,1,0,0,0,1,4,
2426,7313,02-04-24,Mobile,New,Facebook,20,North,Beauty,342.56,3,5,51.38,0,4,326,1,1,0,0,0,1,4,
1426,7395,02-04-24,Mobile,Returning,Digital Advertising,481,North,Sports,658.73,3,10,197.62,0,20,993,1,1,0,0,0,1,4,
3839,7921,02-04-24,Mobile,New,Facebook,609,North,Fashion,359.89,1,25,89.97,0,10,670,1,1,0,0,0,1,4,
2623,7999,02-04-24,Tablet,New,Referral ,7,North,Sports,572.49,3,0,0,0,11,1248,1,0,0,0,0,0,4,
1274,8513,02-04-24,Desktop,New,Facebook,755,South,Toys,1032.85,2,0,0,2065.7,16,1522,1,1,1,1,1,0,2,Debit Card
7893,8693,02-04-24,Mobile,Returning,Facebook,175,North,Electronics,517.61,1,15,77.64,0,9,1355,1,0,0,0,0,0,4,
2706,9975,02-04-24,Mobile,New,Facebook,761,South,Food & Grocery,1030.45,3,0,0,0,4,990,1,0,0,0,0,0,4,
6047,10284,02-04-24,Mobile,New,Facebook,134,South,Home & Garden,1770.26,3,25,1327.7,3983.08,24,405,1,1,1,1,1,0,4,Debit Card
8235,10507,02-04-24,Desktop,Returning,Facebook,540,South,Books,1779.29,1,15,266.89,0,3,981,1,1,0,0,0,1,4,
3980,10825,02-04-24,Desktop,New,Email ,405,South,Fashion,692.28,3,5,103.84,1973,15,655,1,1,1,1,1,0,3,Debit Card
8842,11016,02-04-24,Desktop,New,Website ,292,South,Books,861.07,2,10,172.21,0,14,1024,1,0,0,0,0,0,4,
8830,11112,02-04-24,Mobile,New,Website ,561,South,Home & Garden,1014.27,3,0,0,0,15,1510,1,1,0,0,0,1,4,
7555,11654,02-04-24,Mobile,New,Website ,708,South,Electronics,348.32,4,10,139.33,1253.95,23,1351,1,1,1,1,1,0,3,Debit Card
4009,11666,02-04-24,Desktop,Returning,Email ,811,South,Sports,1112.1,4,10,444.84,4003.56,8,136,1,1,1,1,1,0,3,Debit Card
5858,12438,02-04-24,Desktop,Returning,Facebook,357,South,Books,276.14,2,0,0,0,13,423,1,0,0,0,0,0,4,
2106,13073,02-04-24,Tablet,New,Instagram,669,South,Books,577.13,2,0,0,0,20,1288,1,1,0,0,0,1,4,
1136,13292,02-04-24,Desktop,New,Instagram,487,South,Toys,1558.2,3,10,467.46,0,11,1697,1,0,0,0,0,0,4,
7427,13895,02-04-24,Tablet,New,Facebook,315,South,Electronics,499.97,4,0,0,0,15,551,1,0,0,0,0,0,4,
9171,14515,02-04-24,Mobile,New,Website ,770,South,Fashion,421.57,2,20,168.63,0,8,1428,1,0,0,0,0,0,4,
7557,16432,02-04-24,Mobile,New,Facebook,28,East,Beauty,315.14,2,10,63.03,0,6,1194,1,0,0,0,0,0,4,
9874,16472,02-04-24,Desktop,Returning,Website ,575,East,Fashion,744.09,3,15,334.84,0,20,1619,1,1,0,0,0,1,4,
1972,16598,02-04-24,Desktop,Returning,Digital Advertising,195,East,Books,745.54,3,0,0,0,3,200,1,1,0,0,0,1,4,
3056,17354,02-04-24,Desktop,New,Email ,184,East,Home & Garden,1895.96,4,5,379.19,0,20,1377,1,1,0,0,0,1,4,
8082,17425,02-04-24,Desktop,New,Website ,384,East,Fashion,755.88,2,30,453.53,0,7,1010,1,0,0,0,0,0,4,
1127,18454,02-04-24,Desktop,Returning,Email ,184,East,Electronics,712.06,3,0,0,0,17,584,1,0,0,0,0,0,4,
1496,18841,02-04-24,Mobile,Returning,Facebook,199,East,Home & Garden,1793.84,1,0,0,0,14,1390,1,0,0,0,0,0,4,
3750,19886,02-04-24,Desktop,Returning,Instagram,753,West,Beauty,325.09,2,0,0,650.18,4,1702,1,1,1,1,1,0,5,Debit Card
1134,20081,02-04-24,Mobile,Returning,Facebook,531,East,Toys,1394.18,4,20,1115.34,0,7,1055,1,1,0,0,0,1,4,
6864,20209,02-04-24,Mobile,New,Email ,368,East,Toys,1061.72,3,10,318.52,0,3,1694,1,0,0,0,0,0,4,
2471,20249,02-04-24,Desktop,Returning,Instagram,797,East,Books,315.7,4,0,0,0,6,1201,1,0,0,0,0,0,4,
4102,20376,02-04-24,Tablet,Returning,Referral ,795,East,Home & Garden,1515.43,4,20,1212.34,0,2,224,1,1,0,0,0,1,4,
4805,20464,02-04-24,Desktop,New,Facebook,816,East,Home & Garden,1575.89,4,0,0,0,14,1231,1,1,0,0,0,1,4,
6432,20545,02-04-24,Mobile,Returning,Facebook,775,West,Fashion,423.9,4,0,0,1695.6,16,748,1,1,1,1,1,0,2,Debit Card
9405,20778,02-04-24,Desktop,Returning,Email ,633,East,Home & Garden,503.34,1,0,0,0,5,1167,1,0,0,0,0,0,4,
7993,21496,02-04-24,Mobile,New,Digital Advertising,79,East,Sports,1129.42,1,15,169.41,0,1,1127,1,1,0,0,0,1,4,
5611,21534,02-04-24,Mobile,New,Facebook,337,East,Food & Grocery,1077.33,1,5,53.87,0,5,191,1,0,0,0,0,0,4,
6349,21605,02-04-24,Tablet,New,Digital Advertising,476,East,Beauty,306.01,3,5,45.9,0,8,1656,1,1,0,0,0,1,4,
4912,21622,02-04-24,Desktop,New,Email ,372,West,Toys,1370.6,4,0,0,5482.4,6,154,1,1,1,1,1,0,5,Debit Card
1938,21643,02-04-24,Desktop,New,Referral ,117,East,Electronics,428.96,1,0,0,0,21,1625,1,1,0,0,0,1,4,
7177,22163,02-04-24,Desktop,Returning,Facebook,446,West,Sports,1394.65,2,20,557.86,0,3,586,1,0,0,0,0,0,4,
6730,22240,02-04-24,Mobile,New,Instagram,472,West,Sports,519.61,1,15,77.94,0,7,1311,1,0,0,0,0,0,4,
2110,22293,02-04-24,Desktop,New,Email ,508,West,Home & Garden,855.96,2,30,513.58,0,5,1499,1,1,0,0,0,1,4,
5415,22396,02-04-24,Mobile,New,Referral ,279,West,Electronics,481.26,1,15,72.19,409.07,15,1770,1,1,1,1,1,0,5,Cash On Delivery
2377,22490,02-04-24,Mobile,Returning,Instagram,421,West,Beauty,252.53,3,10,75.76,0,3,473,1,1,0,0,0,1,4,
4007,23212,02-04-24,Mobile,Returning,Email ,460,West,Home & Garden,791.62,3,25,593.72,0,4,1287,1,0,0,0,0,0,4,
7419,23479,02-04-24,Desktop,Returning,Instagram,371,West,Beauty,413.74,3,10,124.12,0,24,419,1,1,0,0,0,1,4,
4753,23508,02-04-24,Desktop,New,Instagram,843,West,Fashion,406.5,2,0,0,0,10,1395,1,0,0,0,0,0,4,
6899,24617,02-04-24,Mobile,New,Instagram,227,West,Electronics,311.24,3,0,0,0,19,258,1,1,0,0,0,1,4,
2030,119,03-04-24,Desktop,New,Email ,119,North,Books,415.02,1,0,0,415.02,8,1034,1,1,1,1,1,0,2,Credit Card
4096,1356,03-04-24,Mobile,Returning,Digital Advertising,238,North,Toys,1265.02,4,15,759.01,4301.07,10,808,1,1,1,1,1,0,3,Credit Card
4117,1591,03-04-24,Desktop,Returning,Instagram,261,North,Food & Grocery,231.46,4,15,138.88,0,4,609,1,1,1,1,0,1,4,
3081,1655,03-04-24,Mobile,Returning,Email ,827,North,Books,1658.87,1,0,0,1658.87,9,1127,1,1,1,1,1,0,3,Credit Card
6999,2562,03-04-24,Mobile,Returning,Referral ,343,North,Beauty,307.22,2,0,0,0,10,144,1,1,1,0,0,1,4,Credit Card
7926,4082,03-04-24,Desktop,New,Referral ,412,North,Books,1478.26,1,0,0,0,8,958,1,1,0,0,0,1,4,
9830,5783,03-04-24,Mobile,Returning,Digital Advertising,590,South,Fashion,289,1,10,28.9,260.1,7,1577,1,1,1,1,1,0,5,Debit Card
2779,6114,03-04-24,Tablet,Returning,Email ,158,North,Fashion,569.79,1,0,0,0,19,952,1,0,0,0,0,0,4,
1606,6294,03-04-24,Mobile,Returning,Website ,121,North,Toys,1326.36,2,25,663.18,0,21,1238,1,0,0,0,0,0,4,
2289,6377,03-04-24,Mobile,New,Instagram,63,North,Books,263.09,3,15,118.39,0,7,1329,1,0,0,0,0,0,4,
5014,6604,03-04-24,Desktop,New,Digital Advertising,755,North,Sports,1014.29,1,0,0,0,2,1372,1,0,0,0,0,0,4,
1127,7991,03-04-24,Desktop,New,Website ,703,North,Home & Garden,680.57,4,0,0,0,13,755,1,1,0,0,0,1,4,
3279,8346,03-04-24,Mobile,New,Referral ,597,North,Food & Grocery,592.84,1,0,0,0,7,88,1,1,0,0,0,1,4,
8319,9412,03-04-24,Mobile,New,Facebook,603,North,Electronics,659.03,3,0,0,0,3,1679,1,0,0,0,0,0,4,
2116,9464,03-04-24,Mobile,New,Referral ,285,North,Toys,1022.79,1,0,0,0,12,1652,1,1,0,0,0,1,4,
6422,9972,03-04-24,Mobile,New,Instagram,198,South,Electronics,283.12,1,0,0,0,2,1775,1,1,0,0,0,1,4,
6547,11132,03-04-24,Mobile,New,Email ,159,South,Sports,1281.71,1,20,256.34,1025.37,13,1455,1,1,1,1,1,0,5,Debit Card
6503,11182,03-04-24,Desktop,New,Digital Advertising,867,South,Food & Grocery,745.7,1,0,0,0,22,113,1,1,0,0,0,1,4,
7741,11514,03-04-24,Mobile,New,Digital Advertising,813,South,Sports,873.86,4,10,349.54,3145.9,11,344,1,1,1,1,1,0,2,Debit Card
7009,11554,03-04-24,Mobile,New,Referral ,191,South,Beauty,172.88,4,20,138.3,0,6,1345,1,0,0,0,0,0,4,
3438,13503,03-04-24,Mobile,New,Email ,547,East,Books,877.76,3,10,263.33,2369.95,5,319,1,1,1,1,1,0,4,Debit Card
6936,13528,03-04-24,Desktop,New,Facebook,120,South,Home & Garden,1657.03,3,30,1491.33,0,3,1640,1,1,0,0,0,1,4,
4584,14146,03-04-24,Desktop,New,Facebook,207,South,Beauty,241.04,2,25,120.52,0,7,1665,1,0,0,0,0,0,4,
2890,14600,03-04-24,Desktop,Returning,Website ,706,South,Home & Garden,1487.81,2,15,446.34,0,13,43,1,0,0,0,0,0,4,
9197,15036,03-04-24,Desktop,Returning,Referral ,372,South,Fashion,461.92,1,15,69.29,0,14,560,1,1,0,0,0,1,4,
6192,15267,03-04-24,Desktop,New,Email ,94,South,Toys,258.48,1,10,25.85,0,15,414,1,1,0,0,0,1,4,
9719,15900,03-04-24,Mobile,Returning,Website ,519,East,Fashion,102.73,2,0,0,0,16,1728,1,0,0,0,0,0,4,
1499,15989,03-04-24,Mobile,Returning,Email ,334,East,Electronics,498.21,1,0,0,0,14,1003,1,1,0,0,0,1,4,
5745,17090,03-04-24,Desktop,Returning,Website ,736,East,Fashion,142.87,2,10,28.57,257.17,12,1721,1,1,1,1,1,0,3,Debit Card
6927,17196,03-04-24,Desktop,Returning,Referral ,198,East,Fashion,215.5,3,15,96.98,0,18,1150,1,1,0,0,0,1,4,
